source,target,weight
for,moran,0.582612991333008
were,and,0.408444523811340
entry,mark,0.539431333541870
entry,tom,0.394755512475967
year,and,0.432362109422684
over,and,0.297274947166443
news,not,0.578567147254944
entry,winter,0.381343752145767
politics,could,0.303751647472382
entry,talks,0.347741246223450
entry,border,0.368208467960358
said,mary,0.765423238277435
entertainment,host,0.797610580921173
kanye,west,1.253626942634583
she,was,0.553604006767273
for,she,0.284900486469269
entry,johnson,0.393456190824509
https,women,0.428650408983231
politics,time,0.676669716835022
fake,news,0.590975463390350
https,david,0.499895572662354
states,politics,0.275107443332672
for,from,0.652176260948181
www,lgbtq,0.463905572891235
politics,were,0.490524381399155
house,white,0.823549270629883
with,new,0.317308038473129
entertainment,will,0.759258151054382
from,trump,0.259940087795258
trump,just,0.252125173807144
just,for,0.452006548643112
donald,for,0.306129604578018
for,one,0.463248133659363
calls,for,0.752143383026123
politics,republicans,0.631232976913452
entry,can,0.177695751190186
entry,west,0.628522217273712
olympic,sports,0.487460404634476
democrats,politics,0.739139318466187
for,what,0.358102798461914
deal,politics,0.673659741878510
vice,president,1.043947577476501
entry,pence,0.420495837926865
entry,students,0.374952405691147
and,moran,0.559233725070953
lgbtq,queer,1.142539381980896
trump,report,0.414491534233093
won,for,0.765083551406860
